Tipo_Colegio,Genero,Estrato_Vivienda,Puntaje_Global,Puntaje_Matematicas,Puntaje_Lectura
Oficial,Masculino,Estrato 3,211,32,46
No Oficial,Masculino,Estrato 3,261,49,59
No Oficial,Masculino,Estrato 1,299,44,56
Oficial,Masculino,Estrato 2,258,49,54
Oficial,Masculino,Estrato 4,237,46,39
Oficial,Femenino,Estrato 1,193,27,34
Oficial,Femenino,Estrato 1,243,50,55
Oficial,Femenino,Estrato 2,287,67,65
Oficial,Femenino,Estrato 3,223,46,45
Oficial,Femenino,Estrato 1,269,53,58
Oficial,Masculino,Estrato 3,228,41,43
Oficial,Femenino,Estrato 3,277,58,62
Oficial,Femenino,Estrato 2,205,32,34
Oficial,Femenino,Estrato 1,245,29,49
No Oficial,Masculino,Estrato 6,267,66,61
Oficial,Masculino,Estrato 2,217,51,39
No Oficial,Femenino,Estrato 2,326,56,65
No Oficial,Femenino,Estrato 6,378,64,78
No Oficial,Masculino,Estrato 4,312,63,68
No Oficial,Femenino,Estrato 2,352,70,65
Oficial,Masculino,Estrato 2,284,63,59
No Oficial,Femenino,Estrato 1,297,56,66
Oficial,Masculino,Estrato 4,256,60,58
Oficial,Masculino,Estrato 3,211,40,41
No Oficial,Masculino,Estrato 2,321,73,61
No Oficial,Masculino,Estrato 3,327,63,65
No Oficial,Masculino,Estrato 3,289,50,52
No Oficial,Femenino,Estrato 1,292,55,62
No Oficial,Femenino,Estrato 3,282,61,57
Oficial,Masculino,Estrato 2,158,34,14
No Oficial,Femenino,Estrato 3,320,64,66
Oficial,Masculino,Estrato 1,244,40,45
No Oficial,Masculino,Estrato 3,218,43,44
No Oficial,Masculino,Estrato 2,263,47,63
No Oficial,Masculino,Estrato 1,234,41,40
Oficial,Femenino,Estrato 1,187,45,34
Oficial,Masculino,Estrato 3,283,50,54
Oficial,Femenino,Estrato 1,248,43,40
No Oficial,Femenino,Estrato 3,337,69,68
Oficial,Femenino,Estrato 2,228,38,48
Oficial,Femenino,Estrato 3,239,43,45
Oficial,Femenino,Estrato 2,189,53,41
No Oficial,Femenino,Estrato 2,324,63,75
No Oficial,Femenino,Estrato 1,202,45,35
No Oficial,Masculino,Estrato 2,268,73,52
Oficial,Femenino,Estrato 3,282,57,54
Oficial,Femenino,Estrato 3,351,74,82
Oficial,Femenino,Estrato 1,169,36,37
Oficial,Masculino,Estrato 3,247,46,56
No Oficial,Masculino,Estrato 1,309,62,60
Oficial,Masculino,Estrato 1,307,59,73
Oficial,Femenino,Estrato 2,254,43,57
Oficial,Masculino,Estrato 2,217,50,37
Oficial,Masculino,Estrato 3,234,32,38
No Oficial,Masculino,Estrato 5,247,49,49
Oficial,Masculino,Estrato 1,263,50,56
No Oficial,Masculino,Estrato 2,263,44,50
Oficial,Femenino,Estrato 4,304,65,55
Oficial,Masculino,Estrato 1,283,48,63
Oficial,Femenino,Estrato 2,289,54,60
Oficial,Femenino,Estrato 1,239,53,47
No Oficial,Femenino,Estrato 3,272,38,49
Oficial,Femenino,Estrato 3,249,58,49
Oficial,Femenino,Estrato 3,218,43,38
Oficial,Masculino,Estrato 2,276,52,61
Oficial,Femenino,Estrato 3,174,23,40
No Oficial,Masculino,Estrato 1,245,49,42
Oficial,Masculino,Estrato 5,252,50,43
Oficial,Masculino,Estrato 1,259,56,60
No Oficial,Masculino,Estrato 1,322,60,70
Oficial,Masculino,Estrato 4,243,40,53
Oficial,Femenino,Estrato 3,231,48,54
Oficial,Femenino,Estrato 3,290,53,51
Oficial,Femenino,Estrato 1,268,57,52
Oficial,Masculino,Estrato 3,272,46,67
Oficial,Femenino,Estrato 3,241,54,58
No Oficial,Masculino,Estrato 3,305,72,65
Oficial,Masculino,Estrato 5,244,47,50
No Oficial,Femenino,Estrato 1,335,77,70
Oficial,Femenino,Estrato 2,189,43,37
Oficial,Masculino,Estrato 3,240,50,43
Oficial,Femenino,Estrato 2,169,33,28
Oficial,Femenino,Estrato 1,240,43,63
No Oficial,Femenino,Estrato 1,304,70,56
Oficial,Masculino,Estrato 3,241,56,55
Oficial,Masculino,Estrato 2,251,41,35
Oficial,Masculino,Estrato 1,170,34,30
Oficial,Masculino,Estrato 2,258,45,50
No Oficial,Masculino,Estrato 1,266,57,49
No Oficial,Femenino,Estrato 1,311,68,56
Oficial,Masculino,Estrato 1,226,32,51
No Oficial,Femenino,Estrato 4,293,57,61
No Oficial,Masculino,Estrato 1,332,69,62
Oficial,Femenino,Estrato 3,226,45,40
Oficial,Femenino,Estrato 3,251,64,40
Oficial,Masculino,Estrato 2,225,32,37
Oficial,Femenino,Estrato 1,234,57,39
Oficial,Masculino,Estrato 4,191,31,35
Oficial,Masculino,Estrato 2,224,27,66
Oficial,Masculino,Estrato 1,320,66,60
Oficial,Masculino,Estrato 2,252,49,47
No Oficial,Femenino,Estrato 1,262,53,48
Oficial,Femenino,Estrato 2,219,47,46
Oficial,Masculino,Estrato 2,229,50,36
No Oficial,Femenino,Estrato 2,221,39,37
Oficial,Femenino,Estrato 3,279,62,63
Oficial,Masculino,Estrato 4,292,42,60
No Oficial,Masculino,Estrato 2,245,48,50
No Oficial,Masculino,Estrato 2,299,68,66
Oficial,Femenino,Estrato 3,235,49,47
Oficial,Masculino,Estrato 2,275,55,46
No Oficial,Masculino,Estrato 2,282,53,59
Oficial,Femenino,Estrato 3,241,50,52
Oficial,Femenino,Estrato 4,285,54,46
Oficial,Masculino,Estrato 2,265,58,55
Oficial,Femenino,Estrato 1,214,38,47
Oficial,Femenino,Estrato 2,245,61,53
No Oficial,Masculino,Estrato 2,278,59,61
No Oficial,Femenino,Estrato 2,246,63,52
No Oficial,Masculino,Estrato 2,304,57,67
Oficial,Masculino,Estrato 2,290,67,51
Oficial,Masculino,Estrato 2,288,47,68
No Oficial,Masculino,Estrato 1,330,71,52
Oficial,Masculino,Estrato 4,276,54,61
Oficial,Masculino,Estrato 4,253,51,43
No Oficial,Femenino,Estrato 3,288,63,66
Oficial,Femenino,Estrato 2,267,59,58
Oficial,Masculino,Estrato 2,179,42,31
No Oficial,Masculino,Estrato 3,292,61,56
No Oficial,Femenino,Estrato 3,352,74,67
Oficial,Masculino,Estrato 3,225,43,50
No Oficial,Masculino,Estrato 1,227,40,35
Oficial,Femenino,Estrato 3,230,47,44
Oficial,Femenino,Estrato 4,267,36,56
No Oficial,Femenino,Estrato 1,334,70,53
No Oficial,Femenino,Estrato 2,238,54,38
Oficial,Masculino,Estrato 2,200,44,48
Oficial,Femenino,Estrato 3,190,33,24
Oficial,Masculino,Estrato 1,293,42,51
Oficial,Masculino,Estrato 4,244,54,60
Oficial,Femenino,Estrato 1,232,40,48
Oficial,Femenino,Estrato 4,307,51,70
Oficial,Masculino,Estrato 1,274,62,49
Oficial,Masculino,Estrato 1,227,34,35
Oficial,Femenino,Estrato 3,239,46,48
No Oficial,Femenino,Estrato 4,264,67,55
Oficial,Femenino,Estrato 6,206,35,29
Oficial,Masculino,Estrato 1,302,51,60
No Oficial,Femenino,Estrato 2,284,60,50
Oficial,Femenino,Estrato 1,210,44,42
Oficial,Femenino,Estrato 1,288,44,64
Oficial,Masculino,Estrato 1,274,55,52
Oficial,Masculino,Estrato 1,173,44,42
Oficial,Masculino,Estrato 4,240,59,46
No Oficial,Masculino,Estrato 1,213,40,48
Oficial,Masculino,Estrato 3,276,59,61
Oficial,Femenino,Estrato 3,313,66,67
Oficial,Masculino,Estrato 1,266,61,54
Oficial,Femenino,Estrato 6,214,42,55
No Oficial,Masculino,Estrato 2,274,65,56
Oficial,Femenino,Estrato 4,242,42,53
Oficial,Femenino,Estrato 4,242,54,38
Oficial,Femenino,Estrato 4,225,36,50
Oficial,Masculino,Estrato 3,249,35,56
No Oficial,Masculino,Estrato 2,223,49,41
Oficial,Femenino,Estrato 1,148,53,38
No Oficial,Femenino,Estrato 2,352,72,63
Oficial,Femenino,Estrato 2,239,46,41
No Oficial,Femenino,Estrato 3,254,60,53
No Oficial,Masculino,Estrato 3,295,55,61
Oficial,Femenino,Estrato 2,265,38,49
Oficial,Femenino,Estrato 1,246,56,40
Oficial,Femenino,Estrato 1,264,65,61
Oficial,Femenino,Estrato 2,179,36,24
Oficial,Femenino,Estrato 1,195,41,42
Oficial,Masculino,Estrato 3,170,29,28
No Oficial,Femenino,Estrato 3,285,55,58
Oficial,Femenino,Estrato 1,231,47,45
No Oficial,Femenino,Estrato 2,300,60,71
No Oficial,Femenino,Estrato 3,265,53,62
No Oficial,Femenino,Estrato 2,280,30,54
Oficial,Femenino,Estrato 5,145,30,37
Oficial,Masculino,Estrato 1,191,27,25
Oficial,Masculino,Estrato 2,218,47,42
Oficial,Femenino,Estrato 4,221,52,42
Oficial,Femenino,Estrato 2,242,52,34
No Oficial,Femenino,Estrato 2,297,50,56
Oficial,Femenino,Estrato 3,217,36,51
Oficial,Femenino,Estrato 3,264,52,54
No Oficial,Masculino,Estrato 1,279,62,59
Oficial,Masculino,Estrato 2,291,66,50
Oficial,Femenino,Estrato 2,264,55,46
No Oficial,Masculino,Estrato 3,295,51,58
Oficial,Femenino,Estrato 2,201,49,42
Oficial,Femenino,Estrato 3,255,50,55
Oficial,Masculino,Estrato 3,229,42,46
No Oficial,Femenino,Estrato 2,274,50,50
Oficial,Femenino,Estrato 1,248,37,45
Oficial,Masculino,Estrato 2,238,56,42
Oficial,Masculino,Estrato 1,301,59,55
Oficial,Femenino,Estrato 3,225,39,38
Oficial,Masculino,Estrato 3,244,53,52
Oficial,Masculino,Estrato 1,325,71,65
Oficial,Masculino,Estrato 4,255,37,54
Oficial,Masculino,Estrato 2,290,70,55
Oficial,Femenino,Estrato 1,305,78,60
Oficial,Masculino,Estrato 1,222,45,31
Oficial,Femenino,Estrato 2,281,58,61
Oficial,Masculino,Estrato 2,231,65,48
Oficial,Femenino,Estrato 4,326,56,66
No Oficial,Masculino,Estrato 2,282,52,62
No Oficial,Femenino,Estrato 4,306,65,73
Oficial,Masculino,Estrato 1,286,66,51
Oficial,Femenino,Estrato 3,217,43,53
Oficial,Femenino,Estrato 4,313,56,71
Oficial,Femenino,Estrato 2,208,51,38
Oficial,Femenino,Estrato 1,261,52,44
Oficial,Masculino,Estrato 2,216,43,45
Oficial,Femenino,Estrato 5,279,63,63
Oficial,Masculino,Estrato 3,314,74,53
Oficial,Femenino,Estrato 3,263,54,43
No Oficial,Femenino,Estrato 3,293,62,62
Oficial,Femenino,Estrato 1,240,56,48
Oficial,Masculino,Estrato 2,249,47,55
No Oficial,Masculino,Estrato 1,227,41,47
No Oficial,Masculino,Estrato 2,327,62,67
No Oficial,Masculino,Estrato 3,333,59,67
Oficial,Masculino,Estrato 3,231,37,46
Oficial,Masculino,Estrato 6,247,67,53
No Oficial,Femenino,Estrato 1,339,60,58
Oficial,Femenino,Estrato 2,255,53,50
No Oficial,Femenino,Estrato 3,280,55,52
Oficial,Masculino,Estrato 1,221,52,40
Oficial,Femenino,Estrato 1,263,53,56
No Oficial,Femenino,Estrato 2,293,69,64
Oficial,Femenino,Estrato 2,223,43,50
Oficial,Masculino,Estrato 6,276,57,60
Oficial,Femenino,Estrato 2,209,47,43
Oficial,Femenino,Estrato 4,197,40,29
Oficial,Masculino,Estrato 4,272,58,52
Oficial,Femenino,Estrato 1,225,47,48
Oficial,Masculino,Estrato 3,233,35,47
No Oficial,Masculino,Estrato 2,275,61,61
Oficial,Femenino,Estrato 1,194,48,40
No Oficial,Masculino,Estrato 4,228,44,46
Oficial,Masculino,Estrato 2,235,45,41
Oficial,Masculino,Estrato 2,281,58,53
Oficial,Femenino,Estrato 2,209,57,48
Oficial,Masculino,Estrato 1,238,45,45
No Oficial,Femenino,Estrato 2,324,69,70
No Oficial,Masculino,Estrato 2,317,62,51
Oficial,Femenino,Estrato 2,268,58,47
Oficial,Femenino,Estrato 4,201,29,28
No Oficial,Masculino,Estrato 2,219,58,27
No Oficial,Masculino,Estrato 1,312,65,49
No Oficial,Masculino,Estrato 1,362,70,71
Oficial,Femenino,Estrato 3,261,50,62
No Oficial,Masculino,Estrato 2,286,59,45
Oficial,Masculino,Estrato 5,268,69,53
Oficial,Masculino,Estrato 3,245,61,47
Oficial,Masculino,Estrato 1,301,58,60
Oficial,Masculino,Estrato 1,329,66,64
No Oficial,Femenino,Estrato 2,262,53,47
No Oficial,Femenino,Estrato 3,263,36,36
No Oficial,Masculino,Estrato 1,273,52,58
Oficial,Femenino,Estrato 3,192,40,45
Oficial,Femenino,Estrato 4,187,30,37
Oficial,Femenino,Estrato 3,198,53,39
Oficial,Femenino,Estrato 3,255,41,41
No Oficial,Femenino,Estrato 3,251,42,46
Oficial,Femenino,Estrato 1,306,66,64
Oficial,Femenino,Estrato 1,144,31,21
Oficial,Masculino,Estrato 1,246,45,48
No Oficial,Masculino,Estrato 1,301,68,75
Oficial,Masculino,Estrato 4,280,57,57
Oficial,Femenino,Estrato 1,250,64,42
No Oficial,Masculino,Estrato 3,238,33,67
Oficial,Femenino,Estrato 3,252,46,53
No Oficial,Masculino,Estrato 3,334,80,61
Oficial,Femenino,Estrato 2,244,52,48
Oficial,Masculino,Estrato 2,329,64,53
No Oficial,Femenino,Estrato 2,376,71,69
Oficial,Femenino,Estrato 4,252,53,56
Oficial,Masculino,Estrato 1,215,33,34
Oficial,Masculino,Estrato 1,231,34,36
Oficial,Femenino,Estrato 2,305,65,67
Oficial,Masculino,Estrato 2,145,35,44
Oficial,Femenino,Estrato 2,247,56,53
No Oficial,Femenino,Estrato 6,225,41,57
No Oficial,Femenino,Estrato 3,281,52,48
Oficial,Femenino,Estrato 4,255,50,54
Oficial,Femenino,Estrato 2,305,53,68
Oficial,Femenino,Estrato 1,248,54,46
Oficial,Femenino,Estrato 3,242,46,41
Oficial,Masculino,Estrato 3,283,56,55
Oficial,Masculino,Estrato 2,306,59,63
Oficial,Masculino,Estrato 4,272,58,52
Oficial,Femenino,Estrato 5,285,59,58
Oficial,Masculino,Estrato 2,236,62,38
No Oficial,Femenino,Estrato 1,268,50,55
No Oficial,Masculino,Estrato 2,337,81,72
Oficial,Femenino,Estrato 6,266,38,55
No Oficial,Masculino,Estrato 2,294,62,53
Oficial,Masculino,Estrato 3,246,36,37
No Oficial,Masculino,Estrato 3,335,58,67
Oficial,Masculino,Estrato 1,290,50,53
No Oficial,Femenino,Estrato 2,321,55,75
Oficial,Femenino,Estrato 2,259,46,61
Oficial,Masculino,Estrato 4,244,66,35
Oficial,Femenino,Estrato 3,242,41,46
Oficial,Masculino,Estrato 3,298,46,54
Oficial,Masculino,Estrato 1,235,50,38
Oficial,Femenino,Estrato 1,221,46,43
No Oficial,Masculino,Estrato 4,267,71,47
Oficial,Femenino,Estrato 2,238,47,41
Oficial,Femenino,Estrato 1,215,24,35
Oficial,Masculino,Estrato 1,210,38,51
No Oficial,Femenino,Estrato 2,270,50,52
No Oficial,Masculino,Estrato 1,330,56,65
No Oficial,Femenino,Estrato 2,338,63,76
Oficial,Femenino,Estrato 3,260,50,49
Oficial,Femenino,Estrato 2,166,32,35
Oficial,Masculino,Estrato 4,216,32,38
Oficial,Masculino,Estrato 1,240,52,44
Oficial,Femenino,Estrato 2,290,71,58
Oficial,Femenino,Estrato 1,235,49,48
Oficial,Femenino,Estrato 4,238,56,52
Oficial,Masculino,Estrato 4,241,49,55
Oficial,Femenino,Estrato 2,172,26,34
No Oficial,Femenino,Estrato 2,291,60,65
Oficial,Masculino,Estrato 2,269,49,48
No Oficial,Femenino,Estrato 4,297,50,64
Oficial,Masculino,Estrato 3,345,68,63
Oficial,Masculino,Estrato 4,193,45,33
Oficial,Masculino,Estrato 1,185,34,44
No Oficial,Femenino,Estrato 2,294,74,43
Oficial,Femenino,Estrato 3,231,53,50
No Oficial,Femenino,Estrato 4,224,40,46
Oficial,Masculino,Estrato 2,233,41,47
Oficial,Masculino,Estrato 2,220,61,55
Oficial,Femenino,Estrato 4,313,59,55
Oficial,Femenino,Estrato 1,335,69,58
No Oficial,Femenino,Estrato 2,224,48,52
Oficial,Masculino,Estrato 2,185,23,35
Oficial,Femenino,Estrato 1,214,29,51
No Oficial,Femenino,Estrato 2,307,68,66
No Oficial,Femenino,Estrato 3,250,41,52
Oficial,Femenino,Estrato 2,237,47,45
No Oficial,Femenino,Estrato 2,304,48,59
Oficial,Femenino,Estrato 3,190,35,51
No Oficial,Femenino,Estrato 6,303,62,56
Oficial,Femenino,Estrato 3,306,44,68
Oficial,Masculino,Estrato 3,230,46,39
Oficial,Femenino,Estrato 4,228,46,39
Oficial,Femenino,Estrato 3,184,33,38
Oficial,Masculino,Estrato 6,226,36,44
Oficial,Femenino,Estrato 3,283,53,63
Oficial,Femenino,Estrato 3,268,50,51
No Oficial,Masculino,Estrato 3,275,70,51
Oficial,Femenino,Estrato 4,196,38,30
Oficial,Masculino,Estrato 3,196,35,55
Oficial,Femenino,Estrato 3,290,57,47
No Oficial,Femenino,Estrato 1,302,63,82
Oficial,Femenino,Estrato 4,234,49,51
Oficial,Femenino,Estrato 2,279,59,58
Oficial,Femenino,Estrato 1,196,44,28
Oficial,Femenino,Estrato 3,195,27,42
Oficial,Masculino,Estrato 2,180,40,25
Oficial,Femenino,Estrato 1,259,53,50
Oficial,Masculino,Estrato 2,253,45,58
Oficial,Femenino,Estrato 1,224,45,34
Oficial,Femenino,Estrato 1,213,41,47
Oficial,Femenino,Estrato 2,341,68,65
Oficial,Femenino,Estrato 4,234,48,50
No Oficial,Masculino,Estrato 2,216,29,33
No Oficial,Masculino,Estrato 3,269,55,63
Oficial,Femenino,Estrato 3,224,50,49
Oficial,Femenino,Estrato 2,301,62,54
Oficial,Masculino,Estrato 3,276,49,49
Oficial,Masculino,Estrato 2,244,41,57
Oficial,Femenino,Estrato 3,290,59,55
Oficial,Masculino,Estrato 1,345,75,63
No Oficial,Femenino,Estrato 5,225,55,48
No Oficial,Femenino,Estrato 1,285,63,61
Oficial,Femenino,Estrato 2,228,49,41
Oficial,Masculino,Estrato 2,207,21,51
No Oficial,Masculino,Estrato 3,301,55,60
No Oficial,Femenino,Estrato 2,324,67,71
No Oficial,Femenino,Estrato 2,238,42,53
Oficial,Masculino,Estrato 2,265,45,43
Oficial,Masculino,Estrato 1,211,33,50
Oficial,Masculino,Estrato 3,315,77,70
Oficial,Femenino,Estrato 1,234,36,49
Oficial,Femenino,Estrato 3,230,44,29
Oficial,Masculino,Estrato 2,307,55,63
No Oficial,Masculino,Estrato 1,240,41,41
No Oficial,Femenino,Estrato 1,245,52,39
Oficial,Femenino,Estrato 4,277,61,54
No Oficial,Femenino,Estrato 3,310,52,46
Oficial,Femenino,Estrato 1,274,55,54
No Oficial,Femenino,Estrato 3,247,48,57
Oficial,Femenino,Estrato 3,259,48,55
Oficial,Femenino,Estrato 2,264,45,61
Oficial,Femenino,Estrato 2,200,48,37
Oficial,Masculino,Estrato 2,268,45,56
Oficial,Masculino,Estrato 1,237,36,39
Oficial,Femenino,Estrato 2,195,47,25
No Oficial,Masculino,Estrato 3,288,59,49
Oficial,Femenino,Estrato 2,245,39,43
Oficial,Masculino,Estrato 2,268,52,48
Oficial,Femenino,Estrato 2,149,24,38
Oficial,Femenino,Estrato 2,260,63,50
Oficial,Femenino,Estrato 2,224,42,59
No Oficial,Masculino,Estrato 3,295,63,69
Oficial,Femenino,Estrato 1,244,48,41
Oficial,Masculino,Estrato 3,231,57,53
Oficial,Masculino,Estrato 1,237,49,54
Oficial,Masculino,Estrato 3,258,60,49
Oficial,Femenino,Estrato 2,281,60,56
No Oficial,Masculino,Estrato 3,306,56,56
Oficial,Femenino,Estrato 3,231,46,62
Oficial,Femenino,Estrato 1,303,58,71
No Oficial,Femenino,Estrato 3,272,49,52
Oficial,Femenino,Estrato 1,259,43,62
Oficial,Femenino,Estrato 1,195,49,35
No Oficial,Femenino,Estrato 4,302,43,67
Oficial,Femenino,Estrato 1,203,51,42
Oficial,Masculino,Estrato 1,217,32,42
No Oficial,Masculino,Estrato 1,267,57,46
No Oficial,Masculino,Estrato 2,327,60,61
Oficial,Masculino,Estrato 4,167,20,37
Oficial,Femenino,Estrato 2,223,53,45
No Oficial,Femenino,Estrato 2,269,34,51
Oficial,Femenino,Estrato 2,240,54,58
Oficial,Masculino,Estrato 2,305,62,61
Oficial,Femenino,Estrato 2,271,62,54
Oficial,Femenino,Estrato 2,234,51,43
No Oficial,Masculino,Estrato 2,337,72,69
No Oficial,Femenino,Estrato 4,299,66,63
No Oficial,Femenino,Estrato 1,259,58,52
No Oficial,Masculino,Estrato 1,270,57,58
Oficial,Femenino,Estrato 6,274,52,50
Oficial,Masculino,Estrato 3,263,50,45
No Oficial,Masculino,Estrato 3,325,65,63
Oficial,Femenino,Estrato 3,204,38,43
Oficial,Femenino,Estrato 2,265,70,60
Oficial,Femenino,Estrato 3,250,49,65
No Oficial,Masculino,Estrato 1,269,44,58
Oficial,Femenino,Estrato 3,193,37,24
Oficial,Masculino,Estrato 2,216,36,51
Oficial,Femenino,Estrato 5,181,51,39
Oficial,Masculino,Estrato 3,236,47,42
Oficial,Femenino,Estrato 1,175,40,40
No Oficial,Femenino,Estrato 2,359,75,74
Oficial,Femenino,Estrato 1,288,65,54
Oficial,Masculino,Estrato 3,238,49,48
Oficial,Femenino,Estrato 2,204,37,34
Oficial,Femenino,Estrato 2,184,37,35
No Oficial,Femenino,Estrato 5,333,56,57
No Oficial,Femenino,Estrato 4,248,48,52
No Oficial,Masculino,Estrato 5,336,81,69
Oficial,Masculino,Estrato 1,321,70,72
Oficial,Masculino,Estrato 3,304,59,67
Oficial,Femenino,Estrato 4,245,65,44
Oficial,Femenino,Estrato 2,226,40,47
No Oficial,Masculino,Estrato 1,352,73,73
Oficial,Femenino,Estrato 3,308,59,56
No Oficial,Masculino,Estrato 4,283,54,62
Oficial,Masculino,Estrato 3,282,59,54
Oficial,Masculino,Estrato 2,245,53,44
Oficial,Femenino,Estrato 1,273,52,53
Oficial,Femenino,Estrato 3,212,35,30
Oficial,Masculino,Estrato 2,231,60,33
Oficial,Femenino,Estrato 3,244,49,52
Oficial,Masculino,Estrato 1,219,35,39
Oficial,Masculino,Estrato 1,294,50,50
Oficial,Masculino,Estrato 2,214,58,31
Oficial,Masculino,Estrato 2,221,63,35
Oficial,Femenino,Estrato 3,299,62,54
Oficial,Femenino,Estrato 2,291,53,44
Oficial,Masculino,Estrato 3,308,64,66
Oficial,Masculino,Estrato 3,168,31,36
Oficial,Masculino,Estrato 1,253,55,45
Oficial,Masculino,Estrato 4,248,52,58
Oficial,Femenino,Estrato 3,222,44,39
Oficial,Masculino,Estrato 3,257,50,51
Oficial,Femenino,Estrato 4,232,44,55
No Oficial,Masculino,Estrato 2,285,64,54
Oficial,Masculino,Estrato 2,381,74,81
Oficial,Femenino,Estrato 1,257,67,56
No Oficial,Masculino,Estrato 2,265,70,49
Oficial,Masculino,Estrato 2,277,52,53
Oficial,Masculino,Estrato 3,252,47,40
Oficial,Masculino,Estrato 1,201,39,20
Oficial,Masculino,Estrato 1,179,30,30
No Oficial,Masculino,Estrato 2,244,55,50
Oficial,Femenino,Estrato 1,234,56,38
Oficial,Femenino,Estrato 3,166,43,37
Oficial,Femenino,Estrato 3,310,60,58
Oficial,Masculino,Estrato 2,249,48,56
Oficial,Femenino,Estrato 1,302,44,52
Oficial,Masculino,Estrato 1,155,25,30
No Oficial,Masculino,Estrato 3,308,54,53
No Oficial,Masculino,Estrato 6,273,45,41
Oficial,Femenino,Estrato 2,295,55,57
No Oficial,Masculino,Estrato 3,293,56,50
Oficial,Masculino,Estrato 4,263,52,52
Oficial,Masculino,Estrato 1,263,63,55
No Oficial,Masculino,Estrato 4,286,66,47
Oficial,Masculino,Estrato 2,219,34,49
Oficial,Masculino,Estrato 5,230,49,37
Oficial,Masculino,Estrato 2,186,30,32
Oficial,Masculino,Estrato 1,225,46,40
No Oficial,Masculino,Estrato 5,295,69,60
Oficial,Masculino,Estrato 1,185,33,40
Oficial,Masculino,Estrato 4,263,44,56
Oficial,Femenino,Estrato 1,245,49,44
No Oficial,Masculino,Estrato 3,301,70,63
Oficial,Masculino,Estrato 2,272,70,60
Oficial,Masculino,Estrato 5,235,42,42
Oficial,Masculino,Estrato 1,207,42,30
Oficial,Masculino,Estrato 2,257,53,49
Oficial,Femenino,Estrato 3,128,14,33
Oficial,Femenino,Estrato 5,240,36,60
Oficial,Masculino,Estrato 2,275,57,40
Oficial,Femenino,Estrato 2,286,54,59
Oficial,Masculino,Estrato 2,223,33,47
Oficial,Masculino,Estrato 2,155,36,41
Oficial,Femenino,Estrato 3,139,28,28
Oficial,Masculino,Estrato 1,270,54,55
Oficial,Masculino,Estrato 3,230,37,43
Oficial,Femenino,Estrato 2,325,51,58
No Oficial,Femenino,Estrato 1,303,55,56
Oficial,Femenino,Estrato 2,258,51,54
Oficial,Femenino,Estrato 3,311,56,53
No Oficial,Femenino,Estrato 2,258,42,60
Oficial,Masculino,Estrato 1,181,33,38
Oficial,Masculino,Estrato 1,355,71,60
No Oficial,Femenino,Estrato 3,295,70,60
Oficial,Femenino,Estrato 2,235,48,43
Oficial,Masculino,Estrato 4,277,43,67
Oficial,Femenino,Estrato 3,278,39,44
Oficial,Masculino,Estrato 2,270,34,53
No Oficial,Masculino,Estrato 2,173,37,28
Oficial,Masculino,Estrato 2,257,42,56
Oficial,Masculino,Estrato 4,303,64,67
No Oficial,Femenino,Estrato 2,314,72,53
No Oficial,Masculino,Estrato 1,328,70,66
Oficial,Femenino,Estrato 2,223,42,56
Oficial,Femenino,Estrato 3,208,56,47
Oficial,Masculino,Estrato 3,182,32,47
No Oficial,Femenino,Estrato 4,192,31,40
Oficial,Masculino,Estrato 2,236,49,37
Oficial,Femenino,Estrato 2,191,44,26
Oficial,Masculino,Estrato 2,284,36,52
Oficial,Masculino,Estrato 4,221,53,39
Oficial,Femenino,Estrato 5,210,29,53
Oficial,Femenino,Estrato 5,225,28,58
Oficial,Femenino,Estrato 1,237,44,52
Oficial,Femenino,Estrato 2,263,44,56
Oficial,Femenino,Estrato 2,209,45,35
Oficial,Masculino,Estrato 2,285,59,60
Oficial,Femenino,Estrato 1,264,55,42
No Oficial,Masculino,Estrato 1,274,64,46
Oficial,Masculino,Estrato 2,238,45,58
Oficial,Masculino,Estrato 2,228,48,47
Oficial,Masculino,Estrato 2,247,36,54
Oficial,Masculino,Estrato 1,305,68,43
Oficial,Masculino,Estrato 3,227,41,42
Oficial,Masculino,Estrato 2,252,48,46
Oficial,Femenino,Estrato 3,217,40,51
Oficial,Femenino,Estrato 2,266,52,59
Oficial,Femenino,Estrato 3,256,48,57
Oficial,Masculino,Estrato 1,298,42,60
No Oficial,Femenino,Estrato 1,332,76,76
Oficial,Masculino,Estrato 3,272,49,48
